,Unnamed: 0,ID,Goal_Home,Goal_Away,Yellow_Home,Yellow_Away,Red_Card_Home,Red_Card_Away,Own_Home,Own_Away
4864,7702,7702,1,1,1,3,1,0,0,0
4867,7705,7705,0,0,2,2,1,0,0,0
4869,7707,7707,1,1,1,3,0,1,0,0
4873,7711,7711,1,1,1,0,0,1,0,0
4875,7713,7713,2,3,0,2,0,1,0,0
4901,7739,7739,0,4,2,1,1,0,0,0
4904,7742,7742,2,3,1,3,0,1,0,1
4907,7745,7745,2,0,1,1,0,1,0,0
4923,7762,7762,3,1,3,2,0,1,0,0
4930,7769,7769,1,1,3,2,1,0,0,0
4934,7773,7773,1,1,2,5,1,2,0,0
4942,7781,7781,0,1,1,3,0,1,0,0
4956,7795,7795,1,1,3,1,1,0,0,0
4970,7809,7809,1,3,1,1,0,1,0,0
4972,7811,7811,2,1,1,3,0,1,0,0
4985,7824,7824,4,2,1,1,0,1,0,0
4987,7826,7826,2,0,2,4,1,0,0,0
4992,7831,7831,1,0,4,2,1,0,0,0
5008,7847,7847,1,2,3,1,1,0,0,0
5010,7849,7849,1,2,0,0,1,1,0,0
5017,7856,7856,1,1,1,1,0,1,0,0
5021,7861,7861,3,0,0,0,0,1,0,0
5033,7873,7873,0,2,3,3,1,0,0,0
5040,7880,7880,4,1,0,2,1,0,0,0
5053,7893,7893,1,3,2,2,1,0,0,0
5054,7894,7894,3,1,2,3,0,1,0,0
5060,7902,7902,2,0,1,3,0,1,0,0
5063,7905,7905,2,1,3,7,1,1,1,0
5064,7906,7906,1,0,1,4,0,1,0,0
5065,7907,7907,1,3,2,3,1,0,0,0
5068,7910,7910,3,2,3,3,1,0,0,0
5075,7917,7917,2,1,0,2,0,1,0,0
5087,7929,7929,2,1,1,3,0,1,0,0
5094,7936,7936,1,2,1,0,0,1,0,0
5095,7937,7937,0,2,0,2,1,0,0,0
5097,7939,7939,1,0,0,2,0,1,0,0
5112,7954,7954,1,2,4,2,0,1,0,0
5113,7955,7955,1,0,4,2,1,0,0,0
5118,7960,7960,2,0,1,2,0,1,0,0
5121,7963,7963,0,2,2,3,1,0,0,0
5123,7965,7965,1,0,0,3,0,1,0,0
5127,7969,7969,2,0,1,3,0,1,0,0
5129,7971,7971,4,3,3,3,0,1,0,0
5130,7972,7972,1,0,0,0,0,1,0,1
5135,7977,7977,1,0,1,3,0,1,0,0
5137,7979,7979,1,0,1,1,1,1,0,1
5140,7982,7982,1,1,2,1,1,0,0,0
5146,7988,7988,0,0,0,2,0,1,0,0
5147,7989,7989,1,0,4,2,0,1,0,0
5148,7990,7990,1,2,1,2,0,1,0,0
5149,7991,7991,0,1,0,3,0,1,0,0
5150,7992,7992,0,0,2,5,0,1,0,0
5151,7993,7993,7,0,1,2,0,1,0,0
5155,7997,7997,1,0,0,1,0,1,0,0
5157,7999,7999,3,1,2,1,0,1,0,0
5164,8006,8006,2,1,2,2,0,1,0,0
5178,8020,8020,1,3,4,2,2,0,0,0
5186,8028,8028,1,0,1,0,0,1,1,0
5189,8031,8031,1,1,3,1,1,0,0,0
5193,8035,8035,2,0,4,1,0,1,0,0
5194,8036,8036,0,1,3,2,1,0,0,0
5197,8039,8039,4,1,2,2,0,1,0,0
5208,8050,8050,1,0,2,1,0,1,0,0
5214,8056,8056,2,0,1,4,0,1,0,0
5215,8057,8057,2,0,1,2,0,1,0,0
5219,8061,8061,0,2,1,1,1,0,0,0
5224,8066,8066,0,0,1,3,0,1,0,0
5226,8068,8068,0,2,0,2,0,1,0,0
5280,8122,8122,5,1,2,2,0,1,0,0
5281,8123,8123,1,0,0,3,0,1,0,0
5285,8127,8127,1,0,2,3,1,0,0,0
5288,8130,8130,0,0,0,1,0,1,1,0
5305,8147,8147,1,2,2,3,1,0,1,0
5309,8151,8151,0,3,1,5,0,1,0,0
5313,8156,8156,1,1,2,0,0,1,0,0
5321,8164,8164,1,1,4,1,1,0,0,0
5328,8171,8171,1,0,1,2,0,1,0,0
5330,8173,8173,0,2,3,2,1,0,0,0
5334,8177,8177,0,0,2,2,1,0,0,0
5339,8182,8182,1,0,3,1,0,1,0,1
5346,8189,8189,1,0,2,3,0,1,0,0
5347,8190,8190,0,0,1,1,0,1,0,0
5352,8195,8195,2,0,0,1,0,1,0,0
5353,8196,8196,0,0,2,3,1,0,0,0
5358,8201,8201,1,3,2,0,0,1,0,0
5359,8202,8202,3,1,0,1,0,1,0,0
5367,8211,8211,1,2,3,5,0,1,0,0
5370,8214,8214,1,1,0,3,0,1,0,0
5373,8217,8217,1,1,1,2,0,1,0,0
5376,8220,8220,1,0,2,2,1,0,0,0
5384,8228,8228,3,1,1,1,0,1,1,0
5409,8253,8253,2,1,2,3,0,1,0,0
5416,8260,8260,1,1,2,3,0,1,0,0
5443,8288,8288,1,2,4,4,1,0,0,0
5461,8308,8308,4,1,0,4,1,0,0,0
5469,8316,8316,1,1,1,1,0,1,0,0
5481,8328,8328,1,1,2,1,0,1,0,0
5483,8330,8330,2,1,1,4,1,0,0,0
5503,8350,8350,1,1,3,2,1,0,0,0
5504,8351,8351,4,1,1,3,0,1,1,0
5507,8354,8354,3,1,1,1,0,1,0,0
5511,8358,8358,0,2,4,0,0,1,0,0
5517,8364,8364,3,3,3,6,1,0,0,0
5520,8367,8367,4,0,0,1,0,1,0,0
5522,8369,8369,0,0,1,2,0,1,0,0
5534,8381,8381,3,2,1,2,0,1,0,0
5537,8384,8384,2,1,2,1,0,1,0,0
5552,8399,8399,0,2,1,3,1,0,0,0
5557,8404,8404,0,0,1,2,0,1,0,0
5573,8420,8420,1,3,1,2,1,0,0,0
5579,8426,8426,3,1,1,3,0,1,0,0
5583,8430,8430,2,1,0,1,1,1,0,0
5588,8435,8435,2,2,2,4,1,0,0,0
5597,8444,8444,2,1,4,5,0,1,0,0
5598,8445,8445,0,1,3,1,1,0,0,0
5604,8451,8451,0,1,0,3,1,0,0,0
5608,8455,8455,1,1,0,1,1,1,0,0
5627,8475,8475,2,1,3,5,0,1,0,0
5648,8496,8496,0,1,2,2,0,1,0,0
5655,8503,8503,2,0,0,1,0,1,0,0
5659,8507,8507,0,0,3,2,1,1,0,1
5661,8509,8509,1,0,0,1,0,1,0,1
5678,8526,8526,1,1,2,4,1,1,0,0
5692,8540,8540,1,0,2,2,1,0,0,0
5698,8546,8546,1,0,0,4,0,1,0,0
5701,8549,8549,1,1,1,6,0,1,0,0
5711,8560,8560,2,0,1,4,1,1,0,0
5713,8562,8562,0,1,1,1,0,1,0,1
5720,8569,8569,2,1,2,1,0,1,0,0
5725,8574,8574,3,0,1,3,0,1,0,0
5731,8580,8580,3,0,2,1,0,2,0,0
5733,8582,8582,3,1,2,2,0,1,0,0
5739,8588,8588,8,1,2,1,0,1,0,0
5754,8603,8603,4,1,1,3,1,0,0,0
5765,8614,8614,3,1,1,1,0,1,0,0
5793,8642,8642,2,0,0,2,0,1,0,0
5799,8648,8648,3,1,0,1,1,0,0,0
5800,8649,8649,2,2,2,2,0,1,0,1
5803,8652,8652,0,0,3,5,1,0,0,0
5806,8655,8655,3,0,1,3,0,1,0,0
5809,8658,8658,3,1,1,3,1,1,0,0
5819,8668,8668,1,0,2,3,1,0,0,0
5821,8670,8670,1,1,0,2,0,1,0,0
5824,8673,8673,1,0,3,1,1,1,1,0
5832,8681,8681,4,0,0,2,0,1,0,0
5846,8695,8695,0,4,0,2,0,1,0,0
5847,8696,8696,0,2,0,1,1,0,0,0
5851,8700,8700,0,1,3,0,1,0,0,0
5852,8701,8701,3,2,2,5,0,1,0,0
5855,8704,8704,2,2,0,1,1,0,0,0
5864,8713,8713,1,1,0,5,1,0,0,0
5897,8747,8747,6,0,1,1,0,1,0,0
5901,8751,8751,0,1,1,2,1,0,0,0
5905,8755,8755,1,0,3,4,0,1,0,0
5913,8763,8763,0,2,3,1,1,0,0,0
5917,8767,8767,1,4,0,5,1,1,0,0
5918,8768,8768,1,1,0,3,0,1,0,0
5932,8782,8782,4,4,3,2,2,1,0,0
5933,8783,8783,5,1,1,4,0,1,0,0
5934,8784,8784,1,1,2,2,0,1,0,0
5954,8804,8804,5,3,4,4,0,1,0,0
5957,8807,8807,2,1,2,3,0,1,0,0
5960,8810,8810,2,0,0,1,0,1,0,0
5967,8817,8817,2,3,0,1,1,0,0,0
5974,8824,8824,1,1,2,2,1,0,0,0
5976,8826,8826,0,4,0,1,1,0,0,0
5979,8829,8829,0,2,0,1,0,1,0,0
5990,8840,8840,2,0,1,4,0,1,0,0
6002,8852,8852,3,1,3,0,1,0,0,0
6016,8866,8866,1,1,1,4,1,0,0,0
6019,8869,8869,1,4,2,2,2,0,0,0
6022,8872,8872,0,0,0,2,1,0,0,0
6026,8876,8876,0,2,1,2,2,0,1,0
6034,8884,8884,3,2,0,2,0,1,0,0
6040,8890,8890,0,0,1,1,1,0,0,0
6047,8897,8897,2,0,2,2,0,1,0,0
6068,8918,8918,1,0,5,1,1,1,0,0
6069,8919,8919,3,1,1,2,1,0,0,0
6075,8925,8925,1,0,2,4,0,1,0,0
6081,8931,8931,1,1,1,2,0,1,1,0
6088,8938,8938,1,1,4,4,1,0,0,0
6097,8947,8947,1,2,4,5,1,0,0,0
6102,8952,8952,1,1,2,1,1,1,0,0
6104,8954,8954,0,0,0,2,0,1,0,0
6115,8966,8966,0,0,0,1,1,0,0,0
6127,8978,8978,3,1,1,2,0,1,0,0
6129,8980,8980,0,1,0,3,1,0,0,0
6146,8997,8997,3,0,0,2,0,1,0,0
6149,9000,9000,0,3,3,1,1,0,0,0
6161,9012,9012,1,3,3,1,1,0,0,0
6188,9040,9040,0,0,0,2,0,1,0,0
6192,9044,9044,2,1,1,1,0,1,0,0
6193,9045,9045,5,0,1,2,0,1,0,0
6194,9046,9046,1,0,3,5,0,1,0,0
6198,9050,9050,2,0,2,3,0,2,0,0
6210,9062,9062,1,1,1,3,1,0,0,0
6212,9064,9064,1,4,2,3,1,0,0,0
6221,9073,9073,0,1,2,5,1,1,0,0
6227,9079,9079,1,2,2,3,1,1,0,0
6233,9086,9086,0,0,0,1,1,0,0,0
6245,9098,9098,0,0,1,2,0,1,0,0
6250,9103,9103,2,0,2,1,0,1,0,0
6262,9116,9116,1,0,1,1,1,0,0,0
6268,9123,9123,0,5,5,2,1,0,0,0
6269,9124,9124,0,1,2,2,1,0,0,0
6276,9131,9131,3,0,2,3,0,1,0,0
6279,9134,9134,1,0,1,3,1,0,0,0
6280,9135,9135,1,2,4,2,0,1,0,0
6281,9136,9136,3,0,0,2,0,1,0,0
6298,9154,9154,2,1,3,3,0,1,0,0
6304,9161,9161,2,1,3,3,0,1,0,0
6309,9166,9166,0,0,0,3,0,1,0,0
6310,9167,9167,1,1,3,3,1,0,0,0
6317,9174,9174,1,3,3,1,1,0,0,1
6334,9192,9192,1,1,1,1,0,1,1,0
6341,9199,9199,0,1,2,5,0,1,0,0
6349,9207,9207,1,0,2,3,0,1,0,0
6363,9222,9222,2,2,1,3,0,1,0,0
6368,9227,9227,1,2,1,2,2,1,0,0
6383,9242,9242,2,1,4,2,0,1,0,0
6384,9243,9243,2,2,3,2,0,1,0,0
6398,9258,9258,2,0,0,3,0,1,0,0
6404,9265,9265,1,2,0,2,1,0,1,0
6405,9266,9266,2,1,0,2,0,2,0,0
6409,9270,9270,0,0,1,3,0,1,0,0
6412,9273,9273,3,2,1,1,0,1,0,0
6416,9277,9277,2,3,1,1,1,0,0,0
6425,9286,9286,2,0,4,3,1,0,0,0
6432,9294,9294,0,2,3,3,1,0,0,0
6445,9307,9307,1,3,0,1,0,1,0,0
6448,9310,9310,1,2,0,2,1,0,0,0
6451,9313,9313,1,0,1,1,1,0,0,1
6452,9314,9314,1,1,0,3,0,1,1,0
6460,9322,9322,2,0,2,4,0,1,0,1
6463,9325,9325,3,0,0,2,0,1,0,0
6486,9348,9348,8,0,2,2,0,1,0,0
6491,9353,9353,2,1,1,2,0,2,0,0
6508,9372,9372,0,1,1,3,1,1,0,0
6516,9380,9380,2,1,2,4,0,1,0,0
6534,9401,9401,1,0,0,2,0,1,0,0
6536,9403,9403,0,0,2,1,1,0,0,0
6540,9407,9407,3,0,3,2,0,1,0,0
6557,9425,9425,2,0,1,4,1,0,0,0
6558,9426,9426,2,0,1,1,0,1,0,0
6560,9428,9428,1,2,2,2,1,0,0,0
6568,9436,9436,1,2,2,2,1,0,0,0
6577,9445,9445,4,0,2,2,0,1,0,0
6582,9450,9450,1,2,2,5,0,1,0,0
6586,9454,9454,1,3,0,1,1,0,0,0
6589,9457,9457,1,2,1,2,0,1,0,0
6590,9458,9458,2,4,3,1,2,0,0,0
6597,9465,9465,1,2,2,1,0,1,0,0
6599,9467,9467,3,0,1,1,0,1,0,0
6603,9471,9471,1,1,3,3,1,0,0,0
6604,9472,9472,0,0,1,3,0,1,1,0
6607,9475,9475,1,0,0,1,0,1,0,1
6612,9480,9480,1,1,3,1,1,2,0,0
6619,9489,9489,3,0,2,3,0,1,0,0
6621,9491,9491,1,0,3,3,1,1,0,0
6652,9522,9522,0,2,4,2,1,1,0,0
6655,9525,9525,1,0,2,2,0,1,0,1
6664,9535,9535,2,0,1,5,0,1,0,0
6669,9540,9540,2,0,0,1,0,1,0,0
6676,9547,9547,0,0,1,2,0,1,0,0
6684,9555,9555,4,3,2,2,0,1,0,0
6685,9556,9556,2,0,3,3,0,1,0,0
6693,9564,9564,0,2,2,2,1,0,0,0
6696,9567,9567,1,0,3,4,0,1,0,0
6697,9568,9568,3,3,3,2,0,1,0,0
6701,9572,9572,1,1,4,3,0,1,0,0
6721,9593,9593,5,3,2,1,0,1,0,0
6732,9604,9604,2,3,0,4,1,0,1,0
6739,9611,9611,2,1,1,4,0,1,0,0
6744,9617,9617,2,1,2,4,0,1,0,0
6745,9618,9618,0,0,3,2,1,0,0,0
6747,9620,9620,0,3,1,1,1,0,0,1
6748,9621,9621,2,0,1,3,0,1,0,0
6749,9622,9622,1,1,1,3,1,1,0,0
6750,9623,9623,3,1,1,0,0,2,0,0
6753,9626,9626,2,2,3,3,1,1,0,0
6755,9628,9628,2,2,3,1,1,0,0,0
6765,9639,9639,1,1,2,1,0,1,0,0
6768,9642,9642,1,1,1,3,0,1,0,0
6770,9644,9644,1,2,3,3,0,1,0,0
6777,9651,9651,2,2,3,2,0,1,0,0
6779,9653,9653,1,2,2,3,0,1,1,0
6788,9662,9662,2,1,2,3,1,0,0,0
6792,9666,9666,3,1,1,2,0,1,0,0
6806,9680,9680,1,3,3,2,0,1,0,0
6819,9693,9693,2,3,3,1,1,0,0,0
6849,9725,9725,0,2,1,1,1,0,0,0
6850,9727,9727,2,2,2,1,1,0,0,0
6860,9743,9743,1,0,2,2,0,1,0,0
6871,9757,9757,1,1,3,3,1,0,0,0
6876,9763,9763,2,0,3,1,1,0,0,1
6900,9798,9798,0,0,1,2,0,1,0,0
6907,9807,9807,0,2,4,3,1,0,0,0
6909,9811,9811,1,0,0,0,1,0,0,0
6922,9833,9833,1,1,0,2,1,0,0,0
6924,9835,9835,4,0,1,1,0,1,0,0
6949,9876,9876,3,0,0,1,0,1,0,0
6951,9878,9878,2,2,1,2,0,1,0,0
6952,9879,9879,2,0,1,1,0,1,0,0
6956,9883,9883,0,0,2,4,0,1,0,0
6969,9897,9897,0,0,0,2,1,1,0,0
6970,9898,9898,0,1,3,3,1,1,0,0
6987,9916,9916,2,4,2,0,2,0,2,0
6993,9922,9922,4,0,4,8,2,0,0,0
6994,9923,9923,2,6,2,6,2,2,0,0
6996,9925,9925,1,2,3,3,0,1,0,0
7003,9932,9932,1,2,3,2,1,1,0,0
7008,9937,9937,2,1,4,3,1,0,0,0
7023,9952,9952,1,0,3,2,1,0,0,0
7028,9957,9957,1,3,1,3,1,1,0,1
7041,9970,9970,5,1,1,2,0,1,0,0
7042,9971,9971,2,0,0,2,0,2,0,0
7047,9976,9976,2,0,2,3,0,1,0,0
7055,9984,9984,1,1,0,3,1,0,0,0
7058,9987,9987,1,0,2,0,1,0,0,0
7066,9995,9995,0,2,3,2,1,1,0,0
7067,9996,9996,0,1,3,2,1,0,0,0
7073,10002,10002,2,0,0,5,0,1,0,0
7075,10004,10004,2,1,2,3,0,2,0,0
7077,10006,10006,5,1,3,6,0,1,0,0
7094,10024,10024,0,0,2,1,1,0,0,0
7098,10028,10028,2,1,2,2,1,0,0,0
7099,10029,10029,2,1,2,2,1,0,0,0
7113,10043,10043,2,0,1,2,0,1,0,0
7135,10066,10066,4,1,2,2,0,1,0,0
7136,10067,10067,2,1,1,6,0,1,0,0
7141,10072,10072,1,1,3,2,0,1,0,0
7144,10075,10075,1,0,0,0,0,1,0,0
7146,10077,10077,2,2,2,3,1,0,0,0
7157,10088,10088,6,0,0,0,0,1,0,0
7167,10100,10100,1,2,3,3,1,0,1,0
7195,10142,10142,1,0,4,0,1,0,0,0
7206,10158,10158,0,3,3,0,1,0,0,0
7212,10166,10166,2,0,1,0,0,1,0,0
7216,10172,10172,2,0,0,1,0,1,1,0
7220,10177,10177,2,0,3,3,0,1,0,0
7233,10201,10201,0,5,1,1,1,0,0,0
7236,10207,10207,2,0,0,1,0,1,0,0
7238,10211,10211,1,0,1,2,0,1,0,0
7247,10226,10226,5,2,3,3,0,1,0,0
7251,10231,10231,0,1,1,4,1,0,0,0
7266,10249,10249,1,2,0,3,1,0,0,0
7267,10250,10250,0,1,0,1,1,0,0,0
7282,10272,10272,2,3,1,0,1,0,0,0
7292,10287,10287,3,0,1,1,1,0,0,0
7295,10293,10293,1,2,2,1,1,0,0,0
7300,10301,10301,2,2,2,3,0,1,0,0
7309,10311,10311,5,0,2,1,0,1,0,0
7330,10335,10335,2,1,4,2,0,1,0,0
7334,10342,10342,4,2,3,2,0,1,0,0
7336,10345,10345,1,0,3,1,0,1,0,0
7341,10352,10352,3,0,0,2,0,1,0,0
7343,10355,10355,0,1,1,4,0,1,1,0
7345,10358,10358,0,2,1,1,1,0,0,0
7347,10360,10360,1,1,1,4,0,1,0,0
7367,10388,10388,3,1,2,1,1,0,0,0
7369,10395,10395,1,0,2,7,0,2,0,0
7371,10401,10401,1,2,2,3,1,0,0,0
7388,10424,10424,0,2,1,1,1,0,0,0
7390,10428,10428,3,0,0,1,0,1,0,0
7392,10431,10431,3,1,0,4,0,1,0,0
7417,10473,10473,0,1,2,2,1,0,0,1
7418,10474,10474,0,1,3,3,1,0,0,0
7421,10478,10478,0,0,3,5,0,1,0,0
7429,10490,10490,1,0,1,3,0,1,0,0
7439,10500,10500,1,2,1,3,0,1,0,0
7441,10502,10502,1,2,4,1,1,0,0,0
7442,10503,10503,1,2,2,3,1,1,0,0
7444,10507,10507,1,1,2,2,1,0,0,0
7445,10508,10508,0,0,2,1,1,0,0,1
7452,10517,10517,6,1,0,3,0,1,0,0
7454,10521,10521,0,6,3,2,1,0,0,0
7455,10523,10523,0,3,2,2,2,1,0,0
7458,10530,10530,0,1,0,2,1,1,0,0
7471,10556,10556,1,2,2,4,0,1,0,0
7496,10611,10611,0,1,3,2,0,1,0,0
7533,10672,10672,3,3,3,1,0,1,0,1
7555,10715,10715,3,0,1,3,0,1,0,0
7576,10746,10746,1,3,1,3,1,0,0,0
7592,10780,10780,1,0,1,2,0,1,0,0
7595,10784,10784,1,1,2,0,1,0,0,0
7596,10786,10786,0,1,0,4,0,1,1,0
7613,10813,10813,1,0,2,5,0,1,0,0
7616,10818,10818,1,2,1,2,1,0,0,0
7618,10824,10824,0,3,5,1,1,0,0,0
7623,10830,10830,3,0,0,0,0,1,0,0
7628,10840,10840,1,1,1,0,1,0,0,0
7632,10847,10847,1,3,1,0,1,0,0,0
7645,10867,10867,2,0,1,4,0,2,0,1
7657,10886,10886,1,0,0,4,0,1,1,0
7668,10910,10910,0,1,1,2,1,0,0,0
7683,10939,10939,1,1,0,1,0,1,1,0
7688,10952,10952,6,0,0,1,0,1,0,0
7692,10962,10962,0,2,2,2,0,1,0,0
7693,10963,10963,4,0,2,3,0,1,0,0
7694,10966,10966,1,1,0,2,0,1,0,0
7722,11016,11016,1,0,2,3,0,1,0,0
7723,11017,11017,1,5,1,4,1,0,0,0
7725,11021,11021,0,0,1,1,1,1,0,0
7736,11046,11046,1,1,2,2,0,1,0,0
7737,11047,11047,2,1,2,1,0,1,0,0
7740,11052,11052,1,0,0,0,0,1,0,0
7749,11068,11068,0,1,1,0,1,0,0,0
7753,11073,11073,2,2,2,3,0,1,0,1
7762,11084,11084,0,5,3,0,1,0,0,0
7786,11132,11132,2,0,2,1,0,1,0,0
7807,11163,11163,0,2,0,0,0,1,0,0
7828,11202,11202,2,3,3,1,1,0,0,0
7858,11255,11255,3,0,3,2,0,1,0,0
7869,11273,11273,2,0,0,1,0,1,1,0
7879,11304,11304,2,0,2,1,0,1,0,0
7891,11327,11327,1,2,2,2,1,0,0,0
7897,11334,11334,3,0,0,0,0,1,0,0
7902,11341,11341,0,0,0,5,0,1,0,0
7915,11363,11363,1,3,2,3,0,1,0,0
7918,11369,11369,1,1,1,2,1,0,0,0
7919,11371,11371,2,1,0,4,0,1,0,0
7923,11376,11376,1,0,3,4,0,1,0,0
7924,11378,11378,0,0,2,1,0,1,0,0
7929,11394,11394,0,1,1,1,1,0,0,0
7943,11423,11423,0,1,2,4,1,0,0,0
7962,11457,11457,1,1,1,1,1,0,0,0
7972,11469,11469,2,0,3,4,0,1,0,0
7976,11475,11475,2,1,4,4,0,1,0,0
7977,11476,11476,3,1,0,1,0,1,0,0
7980,11481,11481,3,2,3,3,0,1,0,0
7982,11483,11483,2,1,3,3,1,0,0,0
7987,11491,11491,0,3,1,2,1,0,1,0
7989,11495,11495,0,3,1,3,0,1,0,0
7993,11502,11502,1,0,3,3,0,1,0,0
7996,11508,11508,2,0,1,0,0,1,0,0
8005,11525,11525,1,2,3,3,1,0,0,0
8006,11526,11526,1,0,3,2,0,1,0,0
8020,11549,11549,1,2,2,1,1,1,0,0
8035,11572,11572,0,0,2,2,0,1,0,0
8037,11575,11575,1,1,4,4,1,0,0,0
8038,11576,11576,5,3,1,1,0,1,0,0
8042,11582,11582,0,1,1,4,1,0,0,0
8058,11606,11606,1,1,1,3,1,0,0,0
8080,11650,11650,1,1,3,1,0,1,0,0
8081,11651,11651,3,1,2,3,0,1,0,0
8114,11716,11716,1,0,1,1,0,1,0,0
8116,11725,11725,2,2,2,3,0,1,0,0
8131,11756,11756,1,0,1,2,1,0,0,0
8144,11773,11773,2,0,3,0,0,1,0,0
8145,11774,11774,0,1,1,3,1,0,0,0
8161,11799,11799,2,1,0,1,0,1,1,0
8162,11800,11800,2,3,0,2,1,0,0,1
8169,11810,11810,1,0,1,1,0,1,0,0
8175,11822,11822,1,2,4,2,1,0,0,0
8200,11873,11873,2,0,0,3,0,1,0,0
8214,11895,11895,2,0,1,2,1,0,0,0
8216,11901,11901,2,0,3,0,0,1,0,0
8259,11982,11982,3,4,0,1,1,0,0,0
8262,11988,11988,2,0,2,2,0,1,0,0
8287,12050,12050,0,0,1,1,0,1,0,0
8290,12057,12057,4,0,0,3,0,1,0,0
8291,12058,12058,2,0,3,1,1,0,0,0
8359,12201,12201,1,2,2,3,1,0,0,0
8389,12271,12271,3,0,2,0,1,0,0,0
8411,12308,12308,3,2,0,1,1,0,0,0
8421,12328,12328,5,1,1,2,0,1,0,0
8425,12341,12341,4,0,1,1,1,0,0,0
8447,12398,12398,3,1,2,2,0,1,0,0
8457,12415,12415,5,0,1,1,0,1,0,0
8469,12444,12444,0,1,1,0,1,0,1,0
8478,12463,12463,1,2,1,1,1,0,0,0
8491,12483,12483,2,1,1,1,0,1,0,0
8521,12538,12538,0,0,2,3,0,1,0,0
8553,12592,12592,1,4,2,2,1,1,0,0
8562,12608,12608,1,0,1,0,0,1,0,0
8568,12616,12616,1,3,3,2,0,1,0,0
8571,12621,12621,1,1,4,1,0,1,0,0
8604,12688,12688,1,1,2,3,0,1,0,0
8634,12742,12742,0,0,0,1,1,0,0,0
8635,12744,12744,1,1,2,3,1,1,0,0
8642,12755,12755,0,2,1,2,1,0,0,0
8644,12757,12757,2,3,4,3,2,0,0,0
8672,12809,12809,0,1,2,0,1,0,0,0
8691,12843,12843,1,2,1,1,0,1,0,0
8711,12879,12879,2,0,2,0,0,1,0,0
8724,12907,12907,1,1,2,3,0,1,0,0
8729,12924,12924,2,0,1,0,0,1,1,0
8749,12959,12959,2,1,2,2,0,1,0,0
8755,12966,12966,2,0,2,1,0,1,0,0
8772,13005,13005,4,2,3,4,0,1,0,0
8778,13018,13018,1,1,3,2,0,1,0,0
8781,13022,13022,0,3,0,1,0,1,0,0
8794,13048,13048,1,1,1,1,0,1,0,0
8796,13050,13050,0,3,3,1,1,0,0,0
8805,13072,13072,0,4,4,1,1,0,0,0
8831,13120,13120,2,2,0,3,1,1,0,0
8832,13121,13121,0,0,0,1,1,0,0,0
8838,13133,13133,0,0,2,2,0,1,0,0
8841,13137,13137,2,2,0,1,0,1,0,0
8854,13175,13175,3,1,2,1,0,1,1,0
8859,13191,13191,1,1,1,0,1,0,0,0
8869,13214,13214,2,1,1,1,0,1,0,0
8871,13216,13216,0,2,0,2,1,0,0,0
8877,13227,13227,3,0,2,1,0,1,0,0
8883,13243,13243,0,1,0,3,1,0,0,0
8893,13270,13270,0,0,2,3,0,1,0,0
8905,13289,13289,2,2,2,1,0,1,0,0
8912,13313,13313,1,1,2,3,0,1,0,0
8943,13383,13383,1,0,3,3,1,0,0,0
8946,13391,13391,2,1,0,0,1,0,0,0
8950,13398,13398,1,2,3,1,1,0,0,0
8960,13427,13427,1,1,2,2,1,0,0,0
8962,13432,13432,3,0,2,1,1,0,0,0
8972,13455,13455,4,0,1,1,0,1,1,0
8975,13461,13461,2,1,1,2,1,0,0,0
8983,13474,13474,0,0,2,2,0,1,0,0
9004,13520,13520,0,0,2,2,0,1,0,0
9029,13570,13570,0,2,2,1,1,0,0,0
9032,13575,13575,1,1,1,0,1,0,0,0
9037,13585,13585,1,2,1,1,1,1,0,0
9049,13620,13620,2,1,1,3,0,1,0,0
9103,13722,13722,2,0,0,3,0,1,0,0
9129,13781,13781,1,1,0,2,0,1,0,0
9130,13782,13782,1,1,2,3,1,0,0,0
9133,13787,13787,0,0,2,1,1,0,0,1
9141,13801,13801,1,4,2,2,1,0,0,1
9158,13845,13845,2,0,0,2,0,1,0,0
9162,13865,13865,2,2,3,2,1,0,0,0
9163,13867,13867,1,6,2,1,1,0,0,0
9173,13890,13890,0,3,3,0,0,1,0,0
9197,13930,13930,0,3,1,0,1,0,0,0
9199,13933,13933,2,1,2,2,0,1,0,0
9226,14006,14006,0,1,3,1,1,0,0,0
9291,14154,14154,1,1,0,0,1,0,0,0
9303,14185,14185,1,4,1,2,1,0,0,0
9333,14263,14263,5,0,1,2,0,1,0,0
9334,14264,14264,4,1,0,1,0,1,0,0
9344,14284,14284,3,1,3,2,1,0,0,0
9353,14293,14293,4,0,3,3,0,2,0,0
9359,14299,14299,0,0,1,4,0,1,0,0
9370,14310,14310,3,2,1,5,0,1,0,0
9371,14311,14311,3,0,1,3,0,2,0,0
9375,14315,14315,2,2,2,1,0,1,0,0
9377,14317,14317,4,1,2,2,1,1,0,0
9382,14322,14322,0,2,1,2,0,1,0,0
9392,14332,14332,2,0,1,2,0,1,0,0
9394,14334,14334,3,2,3,3,0,1,0,0
9397,14337,14337,4,0,2,2,0,1,0,0
9403,14343,14343,0,1,3,0,1,1,0,0
9408,14348,14348,1,1,2,1,0,1,0,0
9413,14353,14353,0,2,1,2,1,0,0,0
9417,14357,14357,4,4,1,3,0,1,0,0
9429,14369,14369,2,0,2,1,0,1,0,0
9430,14370,14370,1,2,3,2,0,1,1,0
9435,14375,14375,2,0,2,3,0,1,0,0
9439,14379,14379,2,0,2,3,0,2,0,0
9440,14380,14380,0,1,4,1,0,1,0,0
