,Unnamed: 0,ID,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90
353,386,386,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,Yellow_Away,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,-,-,-,-,Goal_Away,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Yellow_Away
370,403,403,-,-,-,-,-,-,-,Yellow_Home,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,Yellow_Away,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Away,Yellow_Home",-,-,-,-,Goal_Away
394,427,427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home
395,428,428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Yellow_Away,Yellow_Away,-,-,Yellow_Away,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Home,Red_Card_Away"
403,437,437,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Red_Card_Away,-,Yellow_Home,-,-,-,-,Yellow_Away,Yellow_Away
408,442,442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Goal_Away,-,Red_Card_Away,-,-,-,Goal_Home,-,-,-,-,Yellow_Home,-,Yellow_Away
410,444,444,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,"Goal_Away,Yellow_Home",-,-
411,445,445,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
412,446,446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Goal_Away,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Away,-,-,Red_Card_Home,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-
416,450,450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Goal_Home,-,Yellow_Away
422,456,456,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,Goal_Home,-,-,Goal_Away,-,-,Yellow_Home,-,-,-,-,Yellow_Home,Goal_Home,-,-,-,Goal_Away,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,Yellow_Home
429,463,463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Yellow_Away,-,"Red_Card_Away,Yellow_Home",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Goal_Home,-,Yellow_Away,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430,464,464,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Red_Card_Home,"Red_Card_Away,Yellow_Home"
434,468,468,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Yellow_Home,-,-,Red_Card_Home,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,"Goal_Home,Goal_Home,Yellow_Away,Yellow_Home"
437,471,471,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Home,Yellow_Away","Yellow_Away,Yellow_Home"
438,472,472,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-,Red_Card_Away,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Home,Goal_Home,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Goal_Home,-,-,-,-,-,Yellow_Away,Goal_Home
445,479,479,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,Goal_Away,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,"Red_Card_Away,Yellow_Away",-,-,-,-,-
463,497,497,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,"Yellow_Away,Yellow_Home",-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,Goal_Home,-,-,-,Goal_Home,Yellow_Home,"Goal_Home,Yellow_Away"
480,514,514,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Own_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,"Yellow_Away,Yellow_Home",-,-,-,-,-,Red_Card_Away,-,-,Goal_Home,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-
485,519,519,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,Red_Card_Away,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yellow_Away,Yellow_Home"
491,525,525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,Goal_Away,-,-,Yellow_Away,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,"Yellow_Away,Yellow_Home",-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home
503,537,537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Red_Card_Away,-,-,-,-,-,-,Goal_Home,-,-,-,Goal_Away
511,545,545,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,"Yellow_Away,Yellow_Home",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-
513,547,547,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,Red_Card_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home
519,553,553,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,Goal_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,"Yellow_Away,Yellow_Home",-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-
543,579,579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,Goal_Away,-,-,-,-,-,Goal_Away,-,-,-
548,584,584,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-
566,603,603,-,-,-,Goal_Home,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,Goal_Away,-,-,-,-,-,Goal_Away,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Away,Goal_Away"
570,607,607,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Home,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
574,613,613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Away
575,614,614,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Own_Away,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,Yellow_Home,-,-,Red_Card_Home,-,-,Goal_Home
581,620,620,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Home,Goal_Away,-,Yellow_Away,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
582,621,621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-
594,633,633,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Away,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Goal_Home
602,641,641,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,Red_Card_Home
613,653,653,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Away
617,657,657,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,Goal_Home,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
618,658,658,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-
620,660,660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,Yellow_Away,-,Goal_Away,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Home,Red_Card_Away"
632,679,679,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-
640,691,691,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Red_Card_Home,-,-,-
642,694,694,-,-,"Goal_Home,Yellow_Away",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Yellow_Home,Goal_Away,-,-,-,-,Yellow_Away,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
650,702,702,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Red_Card_Away
666,721,721,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-
668,723,723,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yellow_Away,Yellow_Home",-,-,-,-,-,-,-,-,-,Yellow_Home,Goal_Away,-,Yellow_Away,-,-,Yellow_Home,-,Goal_Away,-,-,"Goal_Home,Yellow_Away",-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,Red_Card_Away
683,738,738,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Away
697,757,757,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Goal_Away,Yellow_Home,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Away,-,-
708,770,770,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,Yellow_Home,-
709,771,771,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Home
710,772,772,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,Goal_Away
727,790,790,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home
732,795,795,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,Red_Card_Away,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-
735,798,798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Home,-,-,Red_Card_Away,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,Yellow_Away,-,-,-,-,Own_Home,-,Goal_Away,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away
736,799,799,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Red_Card_Away,-,-,Goal_Home,-,Yellow_Away,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Goal_Home
742,805,805,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
749,812,812,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,Goal_Away,-,-,-,Yellow_Home,Yellow_Away,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,Goal_Away,-,Goal_Away,-,-,-,-,-,-,Goal_Away
750,813,813,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-
751,814,814,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
755,818,818,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Yellow_Home,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Goal_Home,Red_Card_Home,-,-,-
